date,time,time_formatted,year,month,day,day_of_week,type,details,location,coverage,daily_text,url,newmonth,daycount,lastdaily
6/23/17,10:30:00,10:30 AM,2017,June,23,Friday,President Schedule,The President meets with Secretary of State Rex Tillerson and Secretary of Defense James Mattis,Oval Office,Closed Press,"In the morning, President Donald J. Trump will meet with Secretary of State Rex Tillerson and Secretary of Homeland Security John Kelly. The President will then meet with Secretary of State Rex Tillerson and Secretary of Defense James Mattis. Later in the morning, the President will sign the Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017. ITP",,FALSE,,FALSE
6/23/17,11:30:00,11:30 AM,2017,June,23,Friday,President Schedule,The President signs the Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017,East Room,Pre-Credentialed Media,"In the morning, President Donald J. Trump will meet with Secretary of State Rex Tillerson and Secretary of Homeland Security John Kelly. The President will then meet with Secretary of State Rex Tillerson and Secretary of Defense James Mattis. Later in the morning, the President will sign the Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017. ITP",https://factba.se/transcript/donald-trump-remarks-veterans-act-june-23-2017,FALSE,,FALSE
6/23/17,13:30:00,1:30 PM,2017,June,23,Friday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer,White House Briefing Room,Off-Camera,"In the morning, President Donald J. Trump will meet with Secretary of State Rex Tillerson and Secretary of Homeland Security John Kelly. The President will then meet with Secretary of State Rex Tillerson and Secretary of Defense James Mattis. Later in the morning, the President will sign the Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017. ITP",,FALSE,,TRUE
6/22/17,10:00:00,10:00 AM,2017,June,22,Thursday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will participate in the American Leadership in Emerging Technology event. In the afternoon, the President will meet with the International Olympic Committee. In the evening, the President and First Lady will host the Congressional Picnic.",,,5,FALSE
6/22/17,11:00:00,11:00 AM,2017,June,22,Thursday,President Schedule,The President will participate in the American Leadership in Emerging Technology Event (Final Gather 10:50 AM Palm Room Doors),East Room,In-House Pool Spray ,"In the morning, President Donald J. Trump will participate in the American Leadership in Emerging Technology event. In the afternoon, the President will meet with the International Olympic Committee. In the evening, the President and First Lady will host the Congressional Picnic.",,FALSE,,FALSE
6/22/17,13:00:00,1:00 PM,2017,June,22,Thursday,Briefing Schedule,Press Gaggle with Principal Deputy Press Secretary Sarah Sanders (not for broadcast or audio),White House Briefing Room,Off Camera ,"In the morning, President Donald J. Trump will participate in the American Leadership in Emerging Technology event. In the afternoon, the President will meet with the International Olympic Committee. In the evening, the President and First Lady will host the Congressional Picnic.",,FALSE,,FALSE
6/22/17,15:00:00,3:00 PM,2017,June,22,Thursday,President Schedule,The President will meet with the International Olympic Committee,Oval Office,Closed Press,"In the morning, President Donald J. Trump will participate in the American Leadership in Emerging Technology event. In the afternoon, the President will meet with the International Olympic Committee. In the evening, the President and First Lady will host the Congressional Picnic.",,FALSE,,FALSE
6/22/17,19:15:00,7:15 PM,2017,June,22,Thursday,President Schedule,The President and THE FIRST LADY host the Congressional Picnic (Final Gather 7:00 PM Palm Room Doors),South Lawn,In-House Pool Spray,"In the morning, President Donald J. Trump will participate in the American Leadership in Emerging Technology event. In the afternoon, the President will meet with the International Olympic Committee. In the evening, the President and First Lady will host the Congressional Picnic.",https://factba.se/transcript/donald-trump-remarks-congressional-picnic-june-22-2017,FALSE,,TRUE
6/21/17,,,2017,June,21,Wednesday,Briefing Schedule,TBD: Gaggle Aboard Air Force One,"Washington, D.C. to Cedar Rapids, Iowa",,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then receive a cybersecurity briefing. In the afternoon, the President will depart Washington, D.C. for Joint Base Andrews, en route to Cedar Rapids, Iowa. The President will then tour Kirkwood Community College. In the evening, the President will give remarks at an event highlighting agricultural innovation. The President will then participate in a Make America Great Again Rally. Later in the evening, the President will depart Cedar Rapids, Iowa for Joint Base Andrews, en route to Washington, D.C. ITP",,,13,FALSE
6/21/17,09:00:00,9:00 AM,2017,June,21,Wednesday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then receive a cybersecurity briefing. In the afternoon, the President will depart Washington, D.C. for Joint Base Andrews, en route to Cedar Rapids, Iowa. The President will then tour Kirkwood Community College. In the evening, the President will give remarks at an event highlighting agricultural innovation. The President will then participate in a Make America Great Again Rally. Later in the evening, the President will depart Cedar Rapids, Iowa for Joint Base Andrews, en route to Washington, D.C. ITP",,FALSE,,FALSE
6/21/17,10:30:00,10:30 AM,2017,June,21,Wednesday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then receive a cybersecurity briefing. In the afternoon, the President will depart Washington, D.C. for Joint Base Andrews, en route to Cedar Rapids, Iowa. The President will then tour Kirkwood Community College. In the evening, the President will give remarks at an event highlighting agricultural innovation. The President will then participate in a Make America Great Again Rally. Later in the evening, the President will depart Cedar Rapids, Iowa for Joint Base Andrews, en route to Washington, D.C. ITP",,FALSE,,FALSE
6/21/17,11:30:00,11:30 AM,2017,June,21,Wednesday,President Schedule,The President receives a cybersecurity briefing,Roosevelt Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then receive a cybersecurity briefing. In the afternoon, the President will depart Washington, D.C. for Joint Base Andrews, en route to Cedar Rapids, Iowa. The President will then tour Kirkwood Community College. In the evening, the President will give remarks at an event highlighting agricultural innovation. The President will then participate in a Make America Great Again Rally. Later in the evening, the President will depart Cedar Rapids, Iowa for Joint Base Andrews, en route to Washington, D.C. ITP",,FALSE,,FALSE
6/21/17,15:15:00,3:15 PM,2017,June,21,Wednesday,President Schedule,Out-of-Town Travel Pool Call Time,The White House,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then receive a cybersecurity briefing. In the afternoon, the President will depart Washington, D.C. for Joint Base Andrews, en route to Cedar Rapids, Iowa. The President will then tour Kirkwood Community College. In the evening, the President will give remarks at an event highlighting agricultural innovation. The President will then participate in a Make America Great Again Rally. Later in the evening, the President will depart Cedar Rapids, Iowa for Joint Base Andrews, en route to Washington, D.C. ITP",,FALSE,,FALSE
