date,time,time_formatted,year,month,day,day_of_week,type,details,location,coverage,daily_text,url,newmonth,daycount,lastdaily
5/4/17,19:45:00,7:45 PM,2017,May,4,Thursday,President Schedule,The President gives remarks commemorating the 75th Anniversary of the Battle of the Coral Sea,"The Intrepid Sea, Air and Space Museum",Out-of-Town Travel Pool,"UPDATE: The President will now depart the White House for Joint Base Andrews at 5:00 PM. The President will then depart Washington, D.C. en route to New York, New York at 5:20 PM. The President will now meet with Prime Minister Malcolm Turnbull at 7:15 PM. In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then meet with Catholic Cardinals and leaders. Later in the morning, the President will sign the Execuive Order on Promoting Free Speech and Religious Liberty and participates in the National Day of Prayer Event. In the afternoon, the President will depart the White House for Joint Base Andrews en route to New York, New York. The President will then meet with Prime Minister Malcolm Turnbull of Australia. In the evening, the President will give remarks commemorating the 75th Anniversary of the Battle of the Coral Sea.",,FALSE,,FALSE
5/4/17,22:30:00,10:30 PM,2017,May,4,Thursday,Pool Report Schedule,"The President spends the night at Trump National Golf Club in Bedminster, NJ","Trump National Golf Club, Bedminster",,,,FALSE,,TRUE
5/3/17,09:00:00,9:00 AM,2017,May,3,Wednesday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",,,7,FALSE
5/3/17,10:30:00,10:30 AM,2017,May,3,Wednesday,President Schedule,The President will receive his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",,FALSE,,FALSE
5/3/17,11:50:00,11:50 AM,2017,May,3,Wednesday,President Schedule,The President welcomes President Mahmoud Abbas of the Palestinian Authority,Stakeout,Open Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",,FALSE,,FALSE
5/3/17,11:55:00,11:55 AM,2017,May,3,Wednesday,President Schedule,The President meets with President Abbas (Final Gather 11:45 AM Briefing Room Doors),Oval Office,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",https://factba.se/transcript/donald-trump-remarks-mahmoud-abbas-oval-office-may-3-2017,FALSE,,FALSE
5/3/17,12:15:00,12:15 PM,2017,May,3,Wednesday,President Schedule,The President gives a joint statement with President Abbas (Final Gather 12:05 PM Briefing Room Doors),Roosevelt Room,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",https://factba.se/transcript/donald-trump-remarks-mahmoud-abbas-press-statement-may-3-2017,FALSE,,FALSE
5/3/17,12:30:00,12:30 PM,2017,May,3,Wednesday,President Schedule,The President will have a working luncheon with President Abbas,Cabinet Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",https://factba.se/transcript/donald-trump-remarks-mahmoud-abbas-lunch-may-3-2017,FALSE,,FALSE
5/3/17,18:30:00,6:30 PM,2017,May,3,Wednesday,President Schedule,The President has dinner with religious leaders,Blue Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mahmoud Abbas of the Palestinian Authority. Later in the morning, the President will meet with President Abbas. The President will then give a joint statement with President Abbas. In the afternoon, the President will have a working luncheon with President Abbas. In the evening, the President will have dinner with religious leaders.",,FALSE,,TRUE
5/2/17,09:00:00,9:00 AM,2017,May,2,Tuesday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",,,7,FALSE
5/2/17,10:30:00,10:30 AM,2017,May,2,Tuesday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",,FALSE,,FALSE
5/2/17,11:00:00,11:00 AM,2017,May,2,Tuesday,President Schedule,"The President participates in the departure ceremony for Lt. Col. Wesley Spurlock, USAF",Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",,FALSE,,FALSE
5/2/17,11:30:00,11:30 AM,2017,May,2,Tuesday,President Schedule,The President participates in the U.S. Air Force Academy Commander-in-Chief trophy presentation (Final Gather 11:20 AM Palm Room Doors),Rose Garden,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",https://factba.se/transcript/donald-trump-remarks-usaf-trophy-may-2-2017,FALSE,,FALSE
5/2/17,12:30:00,12:30 PM,2017,May,2,Tuesday,President Schedule,The President speaks with President Vladimir Putin of Russia by telephone,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",,FALSE,,FALSE
5/2/17,13:30:00,1:30 PM,2017,May,2,Tuesday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer,White House Briefing Room,On Camera,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",,FALSE,,FALSE
5/2/17,17:30:00,5:30 PM,2017,May,2,Tuesday,President Schedule,The President meets with National Security Advisor H. R. McMaster,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then participate in the departure ceremony for Lt. Col. Wesley Spurlock, USAF. Later in the morning, The President will participate in the U.S. Air Force Academy Commander-in-Chief trophy presentation. In the afternoon, the President will speak with President Vladimir Putin of Russia by telephone. The President will then meet with National Security Advisor H. R. McMaster.",,FALSE,,TRUE
5/1/17,09:00:00,9:00 AM,2017,May,1,Monday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",,,7,FALSE
5/1/17,10:30:00,10:30 AM,2017,May,1,Monday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",,FALSE,,FALSE
5/1/17,11:30:00,11:30 AM,2017,May,1,Monday,President Schedule,The President signs a Law Day Proclamation,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",,FALSE,,FALSE
5/1/17,11:50:00,11:50 AM,2017,May,1,Monday,President Schedule,The President drops by the Independent Community Bankers Association,Kennedy Garden,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",https://factba.se/transcript/donald-trump-remarks-community-bankers-may-1-2017,FALSE,,FALSE
5/1/17,12:30:00,12:30 PM,2017,May,1,Monday,President Schedule,"The President has lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis",Presidential Dining Room,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",,FALSE,,FALSE
5/1/17,13:30:00,1:30 PM,2017,May,1,Monday,President Schedule,The President meets with Secretary of State Rex Tillerson,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",,FALSE,,FALSE
5/1/17,13:30:00,1:30 PM,2017,May,1,Monday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer,White House Briefing Room,On Camera,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then sign a Law Day Proclamation. Later in the morning, the President will drop by the Independent Community Bankers Association. In the afternoon, the President will have lunch with Vice President Mike Pence, Secretary of State Rex Tillerson, and Secretary of Defense James Mattis. The President will then meet with Secretary of State Rex Tillerson.",,FALSE,,TRUE
4/30/17,,,2017,April,30,Sunday,President Schedule,No public events scheduled,,,,,TRUE,4,FALSE
4/30/17,10:00:00,10:00 AM,2017,April,30,Sunday,President Schedule,The President speaks with the Prime Minister of Singapore by telephone,Treaty Room,Closed Press,,,FALSE,,FALSE
4/30/17,10:30:00,10:30 AM,2017,April,30,Sunday,President Schedule,The President speaks with the Prime Minister of Thailand by telephone,Treaty Room,Closed Press,,,FALSE,,FALSE
4/30/17,11:30:00,11:30 AM,2017,April,30,Sunday,Pool Report Schedule,"Donald Trump goes to Trump National Golf Club in Potomac Falls, VA (11:33- 16:00)","Trump National Golf Club, Potomac Falls, VA",,,,FALSE,,TRUE
4/29/17,,,2017,April,29,Saturday,Pool Report Schedule,The President speaks with President Rodrigo Duterte of the Philippines (Time Unknown),The White House,Closed Press,,https://factba.se/transcript/donald-trump-transcript-rodrigo-duterte-philipppines-april-29-2017,,12,FALSE
4/29/17,10:30:00,10:30 AM,2017,April,29,Saturday,President Schedule,The President speaks with Director of the Central Intelligence Agency Mike Pompeo by telephone,Treaty Room,Closed Press,,,FALSE,,FALSE
4/29/17,15:30:00,3:30 PM,2017,April,29,Saturday,President Schedule,Out-of-Town Travel Pool Call Time,"Virginia Gate, Joint Base Andrews",Out-of-Town Travel Pool,,,FALSE,,FALSE
4/29/17,16:00:00,4:00 PM,2017,April,29,Saturday,President Schedule,In-Town Travel Pool Call Time,,,,,FALSE,,FALSE
4/29/17,17:00:00,5:00 PM,2017,April,29,Saturday,President Schedule,The President departs the White House en route to Joint Base Andrews,South Lawn,Open Press,,,FALSE,,FALSE
4/29/17,17:20:00,5:20 PM,2017,April,29,Saturday,President Schedule,"The President departs Washington, D.C. en route to Harrisburg, Pennsylvania",Joint Base Andrews,Out-of-Town Travel Pool,,,FALSE,,FALSE
4/29/17,18:00:00,6:00 PM,2017,April,29,Saturday,President Schedule,"The President arrives in Harrisburg, Pennsylvania",Harrisburg International Airport,Pre-Credentialed Media,,,FALSE,,FALSE
4/29/17,18:30:00,6:30 PM,2017,April,29,Saturday,President Schedule,"The President tours The Ames Companies, Inc.","The Ames Companies, Inc.",Out-of-Town Travel Pool,,,FALSE,,FALSE
4/29/17,18:45:00,6:45 PM,2017,April,29,Saturday,President Schedule,The President signs the Executive Order on the Establishment of Office of Trade and Manufacturing Policy,"The Ames Companies, Inc.",Out-of-Town Travel Pool,,https://factba.se/transcript/donald-trump-remarks-ames-plant-executive-order-april-29-2017,FALSE,,FALSE
4/29/17,19:30:00,7:30 PM,2017,April,29,Saturday,President Schedule,The President participates in a Make America Great Again Rally,Farm Show Complex & Expo Center,Pre-Credentialed Media,,https://factba.se/transcript/donald-trump-speech-rally-harrisburg-pa-april-29-2017,FALSE,,FALSE
4/29/17,21:10:00,9:10 PM,2017,April,29,Saturday,President Schedule,"The President departs Harrisburg, Pennsylvania en route to Washington, D.C.",Harrisburg International Airport,Out-of-Town Travel Pool,,,FALSE,,FALSE
4/29/17,22:15:00,10:15 PM,2017,April,29,Saturday,President Schedule,The President arrives at the White House,South Lawn,Open Press,,,FALSE,,TRUE
4/28/17,09:00:00,9:00 AM,2017,April,28,Friday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,,12,FALSE
4/28/17,09:20:00,9:20 AM,2017,April,28,Friday,President Schedule,Out-of-Town Travel Pool Call Time,Virginia Gate,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/28/17,10:30:00,10:30 AM,2017,April,28,Friday,President Schedule,The President signs an Executive Order on Implementing an America-First Offshore Energy Strategy (Final Gather 10:20AM â€“ Briefing Room Doors),Roosevelt Room,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",https://factba.se/transcript/donald-trump-remarks-offshore-energy-april-28-2017,FALSE,,FALSE
4/28/17,11:20:00,11:20 AM,2017,April,28,Friday,President Schedule,"The President departs Washington, D.C. en route to Atlanta, Georgia",Joint Base Andrews,In-Town Travel Pool,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,FALSE
4/28/17,11:30:00,11:30 AM,2017,April,28,Friday,President Schedule,The President departs the White House en route to Joint Base Andrews,South Lawn,Open Press,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,FALSE
4/28/17,12:55:00,12:55 PM,2017,April,28,Friday,President Schedule,"The President arrives in Atlanta, Georgia",Hartsfield-Jackson Atlanta International Airport,Pre-Credentialed Media,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,FALSE
4/28/17,13:00:00,1:00 PM,2017,April,28,Friday,Briefing Schedule,Gaggle with Press Secretary Sean Spicer,"Washington, D.C. to Atlanta, Georgia, Air Force One",,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/28/17,14:00:00,2:00 PM,2017,April,28,Friday,President Schedule,The President gives remarks at the National Rifle Association Leadership Forum,Georgia World Congress Center,Pre-Credentialed Media,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",https://factba.se/transcript/donald-trump-speech-national-rifle-association-april-28-2017,FALSE,,FALSE
4/28/17,15:15:00,3:15 PM,2017,April,28,Friday,President Schedule,The President gives remarks at the Karen Handel for Congress Reception,Capital City Club,Closed Press,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,FALSE
4/28/17,15:55:00,3:55 PM,2017,April,28,Friday,President Schedule,"The President departs Atlanta, Georgia en route to Washington, D.C.",Hartsfield-Jackson Atlanta International Airport,In-Town Travel Pool,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,FALSE
4/28/17,17:20:00,5:20 PM,2017,April,28,Friday,Pool Report Schedule,The President arrives at Joint Base Andrews,Joint Base Andrews,,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,FALSE
4/28/17,17:45:00,5:45 PM,2017,April,28,Friday,President Schedule,The President arrives at the White House,South Lawn,Open Press,"In the morning, President Donald J. Trump will sign an Executive OrderÂ on Implementing an America-First Offshore Energy Strategy. The President will then depart the White House en route to Joint Base Andrews. Later in the morning, the President will depart Washington, D.C. en route to Atlanta, Georgia. In the afternoon, the President will arrive in Atlanta, Georgia. The President will then give remarks at the National Rifle Association Leadership Forum. Later in the afternoon, the President will give remarks at the Karen Handel for Congress Reception. The President will then depart Atlanta, Georgia for Washington, D.C. en route to the White House.",,FALSE,,TRUE
4/27/17,09:00:00,9:00 AM,2017,April,27,Thursday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,,10,FALSE
4/27/17,10:30:00,10:30 AM,2017,April,27,Thursday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/27/17,11:20:00,11:20 AM,2017,April,27,Thursday,President Schedule,The President welcomes President Mauricio Macri and Mrs. Macri of Argentina (Final Gather 11:00 AM Palm Room Doors),South Portico,Open Press ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",https://factba.se/transcript/donald-trump-remarks-argentina-macri-april-27-2017,FALSE,,FALSE
4/27/17,11:30:00,11:30 AM,2017,April,27,Thursday,President Schedule,The President meets with President Macri (Final Gather 11:20 AM Briefing Room Doors),Oval Office,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/27/17,11:45:00,11:45 AM,2017,April,27,Thursday,President Schedule,The President has a working luncheon with President Macri (Final Gather 11:35 AM Briefing Room Doors),Cabinet Room,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/27/17,13:00:00,1:00 PM,2017,April,27,Thursday,Briefing Schedule,Press Briefing with Press Secretary Sean Spicer,White House Briefing Room,On Camera,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/27/17,14:00:00,2:00 PM,2017,April,27,Thursday,President Schedule,The President signs a Memorandum on Aluminum Imports and Threats to National Security (Final Gather 1:50 PM Briefing Room Doors),Oval Office,In-Town Travel Pool Spray ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",https://factba.se/transcript/donald-trump-remarks-aluminum-imports-april-27-2017,FALSE,,FALSE
4/27/17,16:20:00,4:20 PM,2017,April,27,Thursday,President Schedule,The President departs the White House en route to the Department of Veterans Affairs (Final Gather 4:00 PM Palm Room Doors),White House,In-Town Travel Pool ,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",,FALSE,,FALSE
4/27/17,16:45:00,4:45 PM,2017,April,27,Thursday,President Schedule,The President gives remarks and signs an Executive Order on Improving Accountability and Whistleblower Protection,Department of Veterans Affairs,In-Town Travel Pool,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then welcome President Mauricio Macri and Mrs. Macri of Argentina. Later in the morning, the President will meet with President Macri. The President will then have a working luncheon with President Macri. In the afternoon, the President will sign a Memorandum on Aluminum Imports and Threats to National Security. The President will then depart the White House en route to the Department of Veterans Affairs to give remarks and sign an Executive Order on Improving Accountability and Whistleblower Protection. Later in the afternoon, the President will return to the White House.",https://factba.se/transcript/donald-trump-remarks-whistleblower-executive-order-april-27-2017,FALSE,,FALSE
